URL: /documentation
Timestamp: Fri Mar 15 2024 18:24:46 GMT-0700 (Pacific Daylight Time)
::ffff:127.0.0.1 - - [24/Apr/2024:01:12:14 +0000] "GET /movies/Terminator HTTP/1.1" 404 156 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:12:43 +0000] "GET /movies/Inception HTTP/1.1" 404 155 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:12:47 +0000] "GET /movies/Inception HTTP/1.1" 404 155 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:12:58 +0000] "GET /movies/Inception HTTP/1.1" 404 155 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:13:35 +0000] "GET /movies/Inception HTTP/1.1" 200 69 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:15:28 +0000] "GET /movies/Inception HTTP/1.1" 200 69 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:16:37 +0000] "GET /movies/Inception/genre HTTP/1.1" 200 8 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:16:56 +0000] "GET /movies/Inception/director HTTP/1.1" 200 8 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:17:10 +0000] "GET /movies/Inception/director HTTP/1.1" 200 8 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:17:43 +0000] "GET /users HTTP/1.1" 404 144 "-" "PostmanRuntime/7.37.0"
